"RT","SERIALNO","DIVISION","SPORDER","PUMA","REGION","STATE","ADJINC","PWGTP","CIT","CITWP","COW","ENG","FER","GCL","GCM","GCR","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","MLPA","MLPB","MLPCD","MLPE","MLPFG","MLPH","MLPIK","MLPJ","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHG","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKWN","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESP","ESR","FOD1P","FOD2P","HICOV","HISP","INDP","JWAP","JWDP","LANP","MIGPUMA","MIGSP","MSP","NATIVITY","NOP","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","SFN","SFR","VPS","WAOB","Class"
"P","2023HU0961315",1,2,613,1,25,1019518,318,1,NA,1,NA,NA,NA,NA,NA,0,1,2,2,1,2,2,2,0,30,NA,9,2,1,2,2,1,2,2019,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,18,0,1,0,0,8500,15,52,1,NA,1,51,999,NA,NA,NA,1,NA,NA,1,1,5791,196,115,NA,NA,NA,2,1,NA,0,3930,NA,8500,8500,9,351,600,25,1,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0736445",1,2,601,1,25,1019518,53,1,NA,1,NA,NA,2,NA,NA,0,2,2,1,2,2,2,2,0,10,1,1,2,1,2,2,1,2,1977,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,24000,1,NA,16,0,1,0,0,58000,40,52,1,NA,1,51,999,NA,1,NA,1,NA,NA,1,1,770,81,40,NA,NA,NA,1,1,NA,0,7315,NA,58000,82000,25,501,600,25,2,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1338180",1,2,402,1,25,1019518,67,1,NA,1,1,2,2,NA,NA,1,2,1,2,2,2,2,2,0,15,1,1,1,3,2,2,1,2,2009,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,20,0,2,0,0,45000,40,52,1,NA,1,261,999,NA,1,NA,1,NA,NA,1,3,6992,100,58,1200,NA,NA,4,1,NA,0,5240,1,45000,45000,34,501,400,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,1,3,NA,1,"No"
"P","2023HU0412852",1,1,607,1,25,1019518,31,1,NA,2,NA,1,2,NA,NA,0,1,2,2,2,2,2,2,55000,10,1,1,2,1,2,2,1,2,2017,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,2,0,0,84000,40,52,1,NA,2,50,142,NA,1,NA,1,6211,NA,1,1,7460,93,52,NA,NA,NA,1,1,NA,0,5940,1,84000,139000,34,501,600,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0979647",1,2,702,1,25,1019518,55,1,NA,2,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,10,1,1,2,1,2,2,1,2,2005,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,3000,2,0,0,48000,25,52,1,NA,2,109,32,NA,1,NA,1,1902,NA,1,1,7860,102,61,NA,NA,NA,1,1,NA,0,2850,2,51000,51000,42,501,700,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0359427",1,2,1103,1,25,1019518,57,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,11,2,1,2,2,1,2,2017,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,250000,40,52,1,NA,3,995,999,NA,NA,NA,1,6200,NA,1,1,6695,NA,NA,NA,NA,NA,1,1,NA,0,52,NA,250000,250000,25,501,1100,25,1,2,3,9,9000,29,0,0,0,0,2,0,1,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0274751",1,1,906,1,25,1019518,100,1,NA,6,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,50,NA,NA,NA,2,1,2,2,1,2,1983,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,55000,0,7100,1,NA,21,0,1,0,16000,0,NA,NA,2,NA,1,153,999,NA,NA,NA,6,2399,NA,1,1,770,NA,NA,NA,NA,NA,1,1,NA,0,6230,NA,0,78150,42,501,NA,NA,1,1,3,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0837708",1,3,609,1,25,1019518,110,1,NA,1,NA,NA,NA,NA,NA,0,1,2,2,2,2,2,2,10,10,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,62000,40,52,1,NA,2,795,720,NA,1,NA,1,5506,NA,1,1,6871,5,1,NA,NA,NA,6,1,NA,0,565,NA,62000,62010,25,501,600,25,1,2,3,6,4008,6,0,1,0,0,1,0,0,0,0,1,2,NA,NA,NA,1,"No"
"P","2023HU1410763",1,1,201,1,25,1019518,23,4,2009,3,1,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,15,1,1,1,1,2,2,1,2,2017,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,0,1,0,0,55000,60,52,1,2009,4,999,999,7,1,NA,1,6207,6201,1,1,7680,97,55,1055,NA,NA,1,2,NA,0,3930,NA,55000,55000,332,382,290,25,1,2,3,2,3000,2,0,0,1,0,1,0,0,0,0,2,2,NA,NA,NA,3,"No"
"P","2023HU0869688",1,1,610,1,25,1019518,45,5,NA,1,NA,NA,2,NA,NA,0,2,2,2,2,2,2,2,0,1,1,1,2,3,2,2,2,2,2000,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,3,15,19,-5900,1,0,0,70000,40,52,1,1995,4,999,999,6,1,NA,1,NA,NA,2,1,6190,58,19,NA,NA,NA,4,2,NA,0,9142,NA,64100,64100,440,416,800,25,2,2,2,2,3000,2,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,6,"No"
"P","2023HU1114830",1,1,706,1,25,1019518,55,1,NA,2,NA,NA,2,NA,NA,2,1,1,2,2,2,2,2,60000,NA,NA,NA,2,1,2,2,1,2,1984,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,21,0,2,0,0,0,NA,NA,2,NA,1,50,999,NA,NA,NA,6,2313,NA,1,1,7860,NA,NA,NA,NA,NA,1,1,NA,0,2320,4,0,60000,25,501,NA,NA,1,2,4,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0238932",1,1,904,1,25,1019518,162,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,10000,45,1,1,2,1,2,2,1,2,2002,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,2,0,0,0,1,NA,20,0,1,0,0,75000,40,52,1,NA,1,50,999,NA,1,NA,1,NA,NA,1,1,7680,151,91,NA,NA,NA,1,1,NA,0,6442,NA,75000,85000,25,501,600,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1314125",1,1,1004,1,25,1019518,48,1,NA,2,NA,NA,2,NA,NA,2,1,1,1,2,2,2,2,0,NA,NA,NA,2,2,2,2,1,2,1992,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,2200,0,3600,1,NA,21,0,2,0,30800,45300,40,28,2,NA,1,148,999,NA,NA,NA,3,5502,NA,1,1,9170,NA,NA,NA,20890,9,3,1,NA,0,60,4,45300,81900,36,501,NA,NA,1,1,2,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0862862",1,2,403,1,25,1019518,60,4,2004,1,NA,NA,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,2,15,16,0,1,0,0,0,NA,NA,2,2004,1,148,999,7,NA,NA,6,NA,NA,1,1,4871,NA,NA,NA,NA,NA,6,2,NA,0,4720,NA,0,0,163,501,NA,NA,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,5,"No"
"P","2023HU1377025",1,2,901,1,25,1019518,55,1,NA,NA,NA,NA,2,NA,NA,2,1,1,1,2,2,2,2,26000,NA,NA,NA,2,1,2,2,1,2,1968,1,2,0,0,0,1,0,0,0,0,2,5,2,2,3,0,0,3500,1,NA,21,0,1,0,38400,0,NA,NA,2,NA,1,22,999,NA,NA,NA,6,3700,5007,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,0,67900,48,501,NA,NA,1,1,2,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,6,1,"No"
"P","2023HU0887548",1,3,100,1,25,1019518,7,1,NA,3,NA,NA,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,11,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,2,14,14,0,1,0,0,7000,12,40,NA,NA,4,999,999,NA,NA,1,1,NA,NA,1,1,8670,NA,NA,NA,NA,NA,6,1,1,1,4622,NA,7000,7000,51,501,100,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0186212",1,1,1201,1,25,1019518,71,1,NA,2,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,-2100,5,1,1,2,3,2,2,2,2,2000,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,2,0,0,60000,40,52,1,NA,2,22,26,NA,1,NA,1,5506,5507,1,1,8380,101,61,NA,NA,NA,4,1,NA,0,420,4,60000,57900,25,501,1290,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0843246",1,1,1102,1,25,1019518,59,1,NA,1,NA,NA,2,NA,NA,0,1,2,1,2,2,2,2,0,15,1,1,2,2,2,2,1,1,1980,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,25000,1,NA,20,0,1,0,0,102000,60,52,1,NA,2,935,22,NA,1,NA,1,NA,NA,1,1,7290,73,31,NA,NA,NA,3,1,NA,0,1410,NA,102000,127000,25,501,1100,25,1,1,3,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0210446",1,1,606,1,25,1019518,78,1,NA,1,NA,2,2,NA,NA,0,1,2,2,2,2,2,2,0,60,1,1,2,1,2,2,1,2,2014,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,2,0,0,193000,40,52,1,NA,1,50,999,NA,1,NA,1,2304,5200,1,1,2280,94,43,NA,NA,NA,1,1,NA,0,136,2,193000,193000,25,501,800,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0924018",1,1,905,1,25,1019518,46,1,NA,NA,NA,NA,2,NA,NA,0,1,2,1,2,2,1,2,0,NA,NA,NA,2,1,2,2,1,2,1967,1,2,0,0,0,1,0,0,0,0,3,5,2,2,3,0,0,3200,1,NA,16,0,1,0,10800,0,NA,NA,2,NA,1,22,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,NA,0,14000,25,124,NA,NA,1,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,6,1,"No"
"P","2023HU0300497",1,1,1104,1,25,1019518,140,1,NA,2,NA,2,2,NA,NA,0,1,2,2,2,2,2,2,0,30,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,2,16,21,0,2,0,0,45000,40,52,1,NA,1,50,999,NA,1,NA,1,5004,NA,1,1,8090,88,43,NA,NA,NA,6,1,NA,0,420,4,45000,45000,25,295,1290,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0592324",1,2,609,1,25,1019518,64,1,NA,1,NA,2,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,11,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,18,0,2,0,0,31000,40,52,1,NA,1,902,999,NA,NA,NA,1,NA,NA,1,1,8191,NA,NA,NA,NA,NA,6,1,NA,0,3645,4,31000,31000,25,220,600,25,1,2,3,2,3000,2,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1367212",1,1,1004,1,25,1019518,46,5,NA,2,1,NA,2,NA,NA,0,2,2,2,2,2,2,2,0,105,NA,4,1,4,2,2,1,2,2009,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,16,0,2,0,0,18400,40,36,1,2007,1,534,999,7,NA,NA,1,NA,NA,2,1,8170,101,41,5150,800,25,5,2,NA,0,3601,4,18400,18400,427,116,800,25,2,2,4,2,3000,2,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,6,"No"
"P","2023HU1230805",1,1,201,1,25,1019518,20,1,NA,1,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,1978,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,16,0,2,0,0,9400,36,29,2,NA,3,996,999,NA,NA,NA,6,NA,NA,1,1,6370,NA,NA,NA,NA,NA,1,1,NA,0,5550,4,9400,9400,25,52,NA,NA,1,1,3,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1151975",1,2,503,1,25,1019518,46,4,2017,1,1,NA,2,NA,NA,0,2,2,1,1,1,2,2,0,NA,NA,NA,1,1,2,2,1,2,1974,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,21,0,2,5800,0,0,NA,NA,2,2010,1,615,999,8,NA,NA,6,2304,NA,1,1,4871,NA,NA,1765,NA,NA,1,2,NA,0,4720,4,0,5800,210,75,NA,NA,1,1,3,6,4015,4,0,1,0,0,1,0,0,0,0,2,2,NA,NA,NA,4,"No"
"P","2023HU0181264",1,3,905,1,25,1019518,49,1,NA,1,1,2,NA,NA,NA,2,2,1,2,2,2,2,2,0,NA,NA,NA,1,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,16,0,2,0,0,700,40,3,NA,NA,2,226,223,NA,NA,NA,6,NA,NA,1,11,7380,NA,NA,1200,NA,NA,6,1,NA,0,1022,4,700,700,25,210,NA,NA,1,2,3,8,8000,15,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1352957",1,3,901,1,25,1019518,98,1,NA,1,NA,2,NA,NA,NA,0,1,2,2,2,2,2,2,0,20,3,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,3,13,14,0,2,0,0,2000,15,8,1,NA,3,996,999,NA,3,NA,1,NA,NA,1,1,8680,122,79,NA,NA,NA,6,1,NA,0,4055,4,2000,2000,25,501,900,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1131722",1,2,1003,1,25,1019518,193,4,1962,NA,NA,NA,2,NA,NA,0,2,2,1,1,2,2,2,0,NA,NA,NA,2,3,2,2,2,2,1983,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,1,0,2,0,0,0,NA,NA,2,1962,4,999,999,3,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,1290,25,4,2,NA,0,NA,4,0,0,129,11,NA,NA,2,1,1,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,5,"No"
"P","2023HU1176765",1,1,609,1,25,1019518,73,1,NA,1,NA,NA,NA,NA,NA,0,1,2,2,2,2,2,2,0,20,1,1,2,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,53000,40,52,1,NA,2,32,94,NA,1,NA,1,2407,NA,1,1,7290,101,58,NA,900,31,6,1,NA,0,1021,NA,53000,53000,31,339,600,25,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0974333",1,2,602,1,25,1019518,69,1,NA,3,NA,2,2,NA,NA,0,1,2,2,2,2,2,2,0,20,1,1,2,1,2,2,1,2,2016,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,0,2,0,0,68000,40,52,1,NA,1,50,999,NA,1,NA,1,2300,NA,1,1,7860,95,52,NA,NA,NA,1,1,NA,0,2310,1,68000,68000,25,501,600,25,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU0976416",1,2,505,1,25,1019518,224,1,NA,6,NA,NA,2,NA,NA,2,2,1,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,2003,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,21,65000,1,0,0,0,50,48,2,NA,2,50,26,NA,NA,NA,6,5501,NA,1,1,4891,NA,NA,NA,1290,25,1,1,NA,0,4700,NA,65000,65000,29,494,NA,NA,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023GQ0144988",1,1,602,1,25,1019518,83,1,NA,5,1,NA,NA,NA,NA,2,2,1,2,2,2,2,2,10,NA,NA,NA,1,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,20000,2,15,19,0,1,0,0,20800,40,52,2,NA,1,336,999,NA,NA,NA,6,NA,NA,1,1,5382,NA,NA,1055,900,25,6,1,NA,NA,4760,NA,20800,40810,25,NA,NA,NA,1,2,4,2,3000,2,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0093370",1,2,100,1,25,1019518,100,1,NA,2,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,11,2,1,2,2,1,2,1992,1,2,0,1,1,0,0,0,0,0,3,5,3,3,3,0,0,0,1,NA,22,0,2,0,0,112000,40,52,1,NA,1,50,999,NA,NA,NA,1,6107,NA,1,1,8191,NA,NA,NA,NA,NA,1,1,NA,0,3515,4,112000,112000,19,501,100,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,2,1,NA,NA,4,1,"No"
"P","2023GQ0090867",1,1,301,1,25,1019518,33,1,NA,3,NA,NA,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,2,15,18,0,1,0,0,7200,40,12,2,NA,1,26,999,NA,NA,NA,6,NA,NA,1,1,7860,NA,NA,NA,290,33,6,1,NA,NA,1108,NA,7200,7200,33,NA,NA,NA,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0172828",1,1,301,1,25,1019518,104,1,NA,1,NA,2,2,NA,NA,0,1,2,2,2,2,2,2,750,30,1,1,2,5,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,22,0,2,0,0,215000,60,52,1,NA,1,142,999,NA,1,NA,1,6003,5098,1,1,3170,108,63,NA,NA,NA,6,1,NA,0,10,4,215000,215750,25,501,290,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0580141",1,1,506,1,25,1019518,54,1,NA,1,NA,NA,2,NA,NA,2,2,1,1,2,2,2,2,1200,NA,NA,NA,2,1,2,2,3,2,1987,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,1,NA,20,0,1,0,30000,0,NA,NA,2,NA,2,24,11,NA,NA,NA,6,NA,NA,1,1,2370,NA,NA,NA,NA,NA,1,1,NA,0,1450,NA,0,31200,25,250,NA,NA,1,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1396834",1,1,502,1,25,1019518,31,1,NA,NA,NA,NA,2,NA,NA,0,2,2,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,2,2,1991,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,2100,1,NA,14,0,2,0,2100,0,NA,NA,NA,NA,4,999,999,NA,NA,NA,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,4,0,4200,25,501,NA,NA,2,1,1,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0821514",1,1,901,1,25,1019518,46,1,NA,NA,NA,NA,2,NA,NA,0,1,2,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,2,2,1989,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,62000,1,NA,22,0,2,0,4300,0,NA,NA,2,NA,1,142,999,NA,NA,NA,6,3606,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,4,0,66300,25,501,NA,NA,1,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU1425287",1,1,1103,1,25,1019518,306,1,NA,7,NA,NA,2,NA,NA,0,1,2,1,2,2,2,2,-2100,10,1,1,2,1,2,2,1,2,1972,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,18000,90000,50,52,1,NA,1,50,999,NA,1,NA,1,6402,5506,1,1,7690,72,31,NA,NA,NA,1,1,NA,0,4220,NA,90000,105900,25,501,1100,25,1,1,3,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0155396",1,1,201,1,25,1019518,71,1,NA,NA,1,NA,2,NA,NA,0,2,2,1,2,2,2,2,0,NA,NA,NA,1,2,2,2,2,2,1983,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,15800,1,NA,22,0,2,0,13200,0,NA,NA,2,NA,1,142,999,NA,NA,NA,6,2901,NA,1,1,NA,NA,NA,1270,NA,NA,3,1,NA,0,NA,4,0,29000,34,200,NA,NA,2,1,1,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
"P","2023HU1320136",1,5,801,1,25,1019518,23,1,NA,3,NA,NA,NA,NA,NA,0,1,2,2,2,2,2,2,0,75,NA,2,2,5,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,1,0,0,40000,40,40,1,NA,1,750,999,NA,NA,NA,1,5501,NA,1,1,9370,121,67,NA,600,25,6,1,NA,0,5860,NA,40000,40000,6,253,800,25,1,2,3,6,4003,8,0,1,0,0,1,0,0,0,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0813289",1,2,904,1,25,1019518,71,1,NA,1,NA,2,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,2,3,0,0,0,2,13,14,0,2,0,0,440,8,3,2,NA,2,50,939,NA,NA,7,6,NA,NA,1,1,9290,NA,NA,NA,NA,NA,6,1,7,1,4600,4,440,440,25,357,NA,NA,1,2,2,1,1000,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,NA,NA,1,"No"
"P","2023HU1216802",1,1,301,1,25,1019518,116,1,NA,1,NA,1,NA,NA,NA,0,1,2,2,2,2,2,2,0,NA,NA,NA,2,1,2,2,1,2,2021,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,17,0,2,0,0,0,NA,NA,NA,NA,4,999,999,NA,NA,NA,6,NA,NA,1,1,7860,NA,NA,NA,NA,NA,1,1,NA,0,2330,1,0,0,9,293,NA,NA,1,2,1,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0592609",1,1,601,1,25,1019518,318,1,NA,7,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,12,1,1,2,1,2,2,2,2,2013,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,2,14,16,0,1,0,0,110000,40,52,NA,NA,4,999,999,NA,1,NA,1,NA,NA,1,1,5191,117,76,NA,NA,NA,1,1,NA,0,4700,NA,110000,110000,25,501,290,33,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,1,"No"
"P","2023HU0259102",1,1,905,1,25,1019518,45,1,NA,6,NA,NA,2,NA,NA,0,2,2,1,2,2,2,2,0,NA,NA,NA,2,1,2,2,2,2,1974,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,0,0,0,1,NA,23,0,1,0,35000,0,NA,NA,2,NA,2,142,148,NA,NA,NA,6,5501,NA,1,1,7270,NA,NA,NA,NA,NA,1,1,NA,0,2100,NA,0,35000,36,262,NA,NA,2,1,4,1,1000,1,0,0,0,0,1,0,0,1,0,1,2,NA,NA,NA,1,"No"
"P","2023HU0571408",1,2,901,1,25,1019518,59,4,1998,2,NA,NA,2,NA,NA,0,2,2,2,1,2,2,2,0,NA,NA,11,2,1,2,2,1,2,1984,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,0,2,0,0,220000,50,52,NA,1993,4,999,999,6,NA,NA,1,2602,NA,1,1,7870,NA,NA,NA,NA,NA,1,2,NA,0,726,4,220000,220000,212,501,900,25,2,1,1,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,4,"No"
"P","2023HU1177321",1,2,403,1,25,1019518,75,1,NA,1,NA,NA,2,NA,NA,0,1,2,2,2,2,2,2,0,30,1,1,2,1,2,2,1,2,1994,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,3,3,0,0,0,1,NA,21,100000,1,0,0,185000,40,52,1,NA,1,32,999,NA,1,NA,1,6203,NA,1,1,3960,100,55,NA,NA,NA,1,1,NA,0,300,NA,285000,285000,26,501,400,25,1,2,3,1,1000,1,0,0,0,0,1,0,0,1,0,2,2,NA,NA,NA,1,"No"
