"SPORDER","PUMA","PWGTP","CIT","COW","ENG","FER","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MIG","NWAB","NWLA","NWLK","SCH","SCHL","SEX","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MSP","NATIVITY","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","WAOB","Class"
1,"901",70,"5","2","0","2","0","2","2","1","2","2","1",0,"10","2","5","0","0","0","0","1","3","3","3","3","19","2","1","1","2","1","2","22","935","8","0","1","7860","84","0","6","2","-1","5400","0","3","3","301","0","900","25","1","2","3","1","1000","1","0","0","1","0","1","-1","0","0","7","No"
1,"1104",308,"1","1","0","0","2","2","2","1","1","2","0",0,"0","2","2","2","2","1","2","1","2","2","2","1","22","2","0","0","0","2","2","94","22","0","0","6","8660","0","0","3","1","0","5300","4","0","6","25","6","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"704",75,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","5","3","5","1","2","998","51","0","1","1","7390","55","0","1","1","0","10","4","5","6","25","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"1002",96,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","19","2","0","0","0","2","1","22","999","0","0","6","0","0","0","1","1","0","0","4","0","4","25","3","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"1201",36,"5","0","1","2","0","0","1","2","2","2","0",0,"0","1","5","0","0","0","0","1","0","0","0","3","13","2","0","0","0","0","2","32","924","8","0","0","0","0","1110","6","2","1","0","0","0","0","110","6","0","0","1","2","2","1","1000","1","0","0","1","0","1","1","0","0","5","No"
3,"201",70,"1","1","0","0","2","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","1","1","16","1","1","2","2","2","1","22","999","0","0","3","770","0","0","6","1","0","6400","0","4","4","25","3","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"701",87,"1","1","0","2","2","0","2","2","2","1","3",1,"1","2","5","0","0","0","0","1","3","3","3","1","22","2","1","2","5","1","2","51","50","0","1","1","7890","37","0","6","1","0","440","4","4","4","25","6","900","25","2","1","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"801",174,"1","0","0","2","0","0","1","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","3","19","2","0","0","0","2","1","425","999","0","0","6","0","0","0","6","1","-1","0","0","0","0","25","0","0","0","1","1","4","1","1000","1","0","0","1","0","1","-1","0","0","1","No"
1,"605",42,"1","3","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","2","2","2","2","23","1","4","3","5","1","4","999","999","0","1","1","9470","46","0","1","1","0","3740","0","5","6","25","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"801",85,"1","1","0","0","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","3","3","3","3","1","21","1","3","2","5","1","1","50","999","0","0","1","7380","0","0","6","1","0","1021","0","5","5","25","6","800","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"507",117,"4","2","0","0","2","0","1","2","2","2","3",1,"1","2","3","1","2","3","2","3","3","3","3","1","21","1","3","2","5","1","1","553","999","7","1","1","3980","43","0","4","2","0","8990","0","5","5","440","4","600","25","1","2","3","2","3000","2","0","1","1","0","0","0","2","1","6","No"
1,"608",7,"1","0","0","0","2","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","15","1","0","0","0","2","4","999","999","0","0","6","0","0","0","6","1","-1","0","0","0","4","25","1","0","0","2","1","2","2","3000","2","0","1","1","0","0","-1","0","0","1","Yes"
1,"201",20,"1","1","0","2","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","3","3","2","1","21","2","0","0","0","0","1","195","999","0","0","6","7980","0","0","1","1","0","5740","3","0","3","25","6","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"805",38,"1","2","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","5","2","5","1","2","100","22","0","0","1","7870","0","0","1","1","0","1021","4","5","6","25","6","800","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"606",83,"1","0","0","0","2","2","1","1","1","2","0",0,"0","2","2","2","2","1","2","3","2","2","2","1","20","2","0","0","0","2","1","50","999","0","0","6","0","0","0","3","1","0","0","4","0","4","25","6","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1004",140,"4","1","1","0","2","0","2","2","2","2","3",1,"1","1","4","2","2","1","2","1","3","3","3","1","16","1","3","3","5","1","1","510","999","5","1","1","7690","31","1055","5","2","0","4230","0","5","5","408","6","1000","25","2","2","1","9","9000","38","0","1","2","1","0","0","0","0","6","No"
1,"605",101,"1","1","0","2","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","4","2","5","1","2","924","190","0","1","1","6671","83","0","1","1","0","2810","4","5","6","42","6","900","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
4,"805",422,"5","9","0","2","0","0","1","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","1","2","13","2","0","0","0","2","1","314","999","7","0","3","9920","0","0","6","2","0","9920","4","0","0","341","2","0","0","1","1","2","2","3000","2","0","1","1","0","0","1","0","0","3","No"
2,"608",33,"1","1","0","2","2","0","1","2","2","2","1",1,"1","2","5","0","0","0","0","1","3","3","3","1","16","2","3","2","5","0","4","999","999","0","1","1","7280","55","0","6","1","0","9645","4","5","5","25","6","700","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"401",126,"1","3","1","0","2","0","1","2","2","2","2",1,"1","1","5","0","0","0","0","1","3","3","3","1","22","1","3","2","5","1","2","336","261","0","1","1","7860","37","1200","6","1","0","2310","0","5","5","36","5","400","25","1","2","4","9","9000","38","0","1","2","1","0","0","2","1","1","No"
2,"504",101,"1","5","0","0","2","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","16","1","3","3","5","1","2","935","22","0","1","1","6370","34","0","6","1","0","5550","0","5","5","25","6","500","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"506",75,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","20","1","2","3","5","1","2","22","50","0","1","1","2380","25","0","1","1","0","700","0","5","5","25","4","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
4,"608",382,"5","0","0","0","2","0","2","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","16","2","0","0","0","2","3","996","999","5","0","6","0","0","0","6","2","0","0","4","0","0","301","3","0","0","2","2","1","1","1000","1","0","0","1","0","1","0","0","0","7","No"
2,"1003",64,"1","1","0","0","0","0","2","2","2","1","2",1,"1","2","5","0","0","0","0","1","3","3","3","2","13","1","1","1","5","0","4","999","999","0","1","1","5392","73","0","6","1","1","4720","0","3","3","25","1","1000","25","2","1","1","1","1000","1","0","0","1","0","1","1","0","0","1","No"
1,"507",65,"1","1","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","20","2","4","2","5","1","1","920","999","0","0","1","6992","0","0","1","1","0","4710","2","5","6","25","5","500","25","1","2","3","9","9000","30","0","1","2","0","0","0","0","0","1","No"
1,"608",105,"1","1","0","0","2","0","1","2","2","2","3",1,"1","2","5","0","0","0","0","1","3","3","3","1","21","2","5","2","5","1","1","142","999","0","1","1","2190","40","0","6","1","0","350","4","5","6","25","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"604",113,"1","0","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","0","0","0","2","12","1","0","0","0","0","2","924","195","0","0","0","0","0","0","6","1","1","0","0","0","0","4","6","0","0","1","2","4","1","1000","1","0","0","1","0","1","1","0","0","1","No"
1,"607",18,"1","2","0","0","2","0","1","2","2","2","1",1,"1","2","5","0","0","0","0","1","3","3","3","1","22","1","2","3","5","1","2","50","26","0","1","1","9160","61","0","6","1","-1","2040","0","4","4","25","3","600","25","1","2","1","1","1000","1","0","0","1","0","1","-1","2","2","1","No"
4,"402",82,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","22","1","2","3","5","1","2","50","22","0","1","1","4971","55","0","6","1","0","9645","0","4","4","25","6","400","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"503",59,"1","1","0","2","0","0","2","2","2","1","2",2,"1","2","5","0","0","0","0","1","3","3","3","1","16","2","1","1","5","1","2","935","50","0","2","1","8680","67","0","6","1","0","4110","4","3","3","25","2","500","25","2","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1101",181,"4","1","1","0","2","0","1","2","2","2","1",1,"1","1","1","2","2","3","2","1","3","3","3","1","16","1","3","3","5","1","1","336","999","8","1","1","2570","19","1055","1","2","0","9130","0","5","5","332","6","1100","25","1","2","4","2","3000","2","0","1","1","0","0","0","0","0","3","No"
2,"1001",110,"1","1","0","0","2","0","1","2","2","2","1",0,"10","2","1","2","2","1","2","1","3","3","3","1","22","1","5","3","5","1","1","935","999","0","0","1","3490","25","0","1","1","0","10","0","5","6","16","6","1","166","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"100",14,"1","0","0","2","0","0","2","2","2","1","0",0,"0","2","1","2","1","1","2","1","3","3","3","1","16","2","0","0","0","0","4","999","999","0","0","6","0","0","0","1","1","0","0","1","0","0","25","4","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"902",58,"1","2","0","0","2","0","1","2","2","2","2",0,"9","2","1","2","2","1","2","1","3","3","3","1","21","1","5","3","5","1","2","171","190","0","0","1","7870","73","0","1","1","0","2205","0","5","6","34","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"401",13,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","21","2","2","2","5","0","4","999","999","0","1","1","8660","31","0","4","1","0","310","4","4","4","25","2","400","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"100",48,"1","1","0","2","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","2","19","2","1","2","2","0","4","999","999","0","0","6","8680","0","0","6","1","-1","310","0","3","3","17","0","0","0","1","2","4","1","1000","1","0","0","1","0","1","-1","0","0","1","No"
1,"609",92,"1","3","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","3","2","1","22","1","0","0","0","2","2","50","939","0","0","6","9470","0","0","1","1","0","3720","0","0","6","25","6","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"301",64,"5","2","1","2","0","0","1","2","2","2","1",0,"10","1","5","0","0","0","0","3","3","3","3","3","19","2","1","1","3","0","4","999","999","8","0","1","7870","97","2050","6","2","-1","4655","0","3","3","207","0","290","25","1","2","4","6","4000","5","1","0","1","0","0","-1","0","0","4","No"
1,"902",151,"5","2","1","1","2","0","1","2","2","2","1",0,"10","1","1","2","2","1","2","3","3","3","3","1","21","2","2","2","4","1","1","903","999","8","0","1","8270","107","6205","2","2","0","2060","4","4","4","421","4","600","25","1","2","1","2","3000","2","0","1","1","0","0","0","1","2","6","No"
2,"1104",157,"1","1","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","3","1","1","1","16","1","3","2","4","2","1","84","999","0","0","3","770","0","0","1","1","0","6442","0","5","5","25","6","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1101",4,"1","0","0","2","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","2","14","2","0","0","0","0","4","999","999","0","0","6","0","0","0","6","1","-1","0","0","0","0","19","0","0","0","1","2","2","1","1000","1","0","0","1","0","1","-1","0","0","1","Yes"
1,"701",56,"1","1","3","0","2","0","1","2","2","2","3",0,"2","1","3","2","2","1","2","1","2","2","2","1","21","1","5","3","5","1","1","51","999","0","0","1","7380","19","1200","4","1","0","52","0","5","6","25","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"606",56,"1","1","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","1","1","2","1","2","22","50","0","0","1","4771","0","0","1","1","0","51","3","3","3","24","6","600","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"706",298,"1","2","0","0","2","0","1","2","2","2","4",0,"4","2","1","2","2","1","2","1","3","3","3","1","22","2","4","3","5","1","2","22","51","0","0","1","8191","25","0","1","1","0","350","4","5","6","25","6","800","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","1","1","No"
1,"1001",81,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","21","1","3","2","5","1","1","84","999","0","1","1","7780","67","0","4","1","0","710","0","5","5","25","5","1000","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"301",61,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","1","3","2","5","1","2","51","261","0","1","1","4981","10","0","1","1","0","4700","0","5","5","25","6","290","25","1","2","3","9","9000","29","0","0","2","1","1","0","0","0","1","No"
2,"503",83,"1","1","0","0","2","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","3","3","3","3","1","19","2","3","3","5","1","2","125","51","0","0","1","2190","0","0","6","1","0","1065","4","5","5","36","6","500","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
5,"803",276,"4","1","3","0","2","0","2","2","2","2","0",0,"0","1","5","0","0","0","0","3","3","3","3","1","15","1","0","0","0","0","1","336","999","5","0","6","1990","0","1055","6","2","0","8255","0","0","0","332","6","0","0","2","2","2","2","3000","2","0","1","1","0","0","0","0","0","3","No"
1,"501",51,"1","4","0","0","2","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","3","3","3","1","17","1","1","2","4","0","4","999","999","0","0","6","9470","0","0","6","1","-1","4220","0","3","3","25","0","0","0","2","1","2","2","3000","2","0","1","1","0","0","-1","0","0","1","No"
1,"507",94,"1","1","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","24","1","4","2","5","1","1","22","999","0","1","1","7290","23","0","1","1","0","1021","0","5","6","25","6","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
3,"604",88,"1","1","0","0","2","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","21","1","1","2","1","2","2","50","998","0","0","6","9090","0","0","6","1","0","4350","0","3","3","25","6","0","0","2","1","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"702",157,"2","1","1","0","2","0","1","2","2","1","1",1,"1","1","5","0","0","0","0","1","3","3","3","1","17","1","1","2","5","1","1","902","999","4","1","1","4070","55","1200","6","1","0","9130","0","4","4","72","2","700","25","1","1","4","2","3000","2","0","1","1","0","0","0","0","0","2","No"
1,"608",122,"1","2","0","0","2","0","1","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","2","0","0","0","2","1","51","999","0","0","6","4771","0","0","1","1","0","5860","4","0","4","25","4","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"100",17,"1","2","0","0","2","0","2","2","1","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","21","2","0","0","0","2","2","51","26","0","0","6","7970","0","0","6","1","0","3430","4","0","3","17","1","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","2","1","1","No"
3,"602",68,"1","1","0","0","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","19","1","2","3","5","1","4","999","999","0","1","1","8590","150","0","6","1","0","4621","0","4","4","25","6","600","25","1","2","1","9","9000","29","0","0","2","1","1","0","0","0","1","No"
1,"603",47,"1","3","0","0","2","0","1","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","19","2","0","0","0","2","2","46","50","0","0","6","7860","0","0","1","1","0","4600","4","0","3","25","3","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1104",64,"1","4","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","24","1","4","2","5","1","2","84","97","0","1","1","7870","61","0","1","1","0","2205","0","5","6","25","6","600","25","1","2","4","9","9000","29","0","0","2","1","1","0","2","2","1","No"
1,"607",44,"1","1","0","2","2","0","1","2","2","2","0",0,"11","2","3","1","2","1","2","1","3","3","3","1","19","2","4","2","5","1","2","51","935","0","0","1","7380","0","0","4","1","0","52","2","5","6","25","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"201",278,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","1","22","999","0","0","6","0","0","0","1","1","0","0","4","0","4","25","3","0","0","2","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"100",364,"5","1","3","0","2","0","1","2","2","2","2",2,"1","1","1","2","2","1","2","1","3","3","3","1","16","1","2","3","5","1","1","235","999","8","2","1","2870","13","1200","1","2","0","8810","0","4","4","365","3","2100","36","1","2","4","9","9000","29","0","0","2","1","1","0","0","0","3","No"
1,"602",33,"1","1","0","0","0","0","2","2","2","2","2",2,"1","2","5","0","0","0","0","1","3","3","3","1","16","1","1","1","5","1","2","26","261","0","2","1","5571","79","0","6","1","0","4760","0","3","3","25","1","290","33","2","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
5,"603",54,"1","0","0","0","1","0","2","2","1","2","0",0,"0","2","2","2","2","1","2","1","2","2","2","1","15","2","0","0","0","2","2","50","26","0","0","6","0","0","0","3","1","0","0","4","0","3","25","5","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"503",62,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","19","1","3","3","5","1","2","50","32","0","1","1","7460","67","0","6","1","0","5610","0","5","5","25","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"607",46,"1","6","0","0","2","2","2","1","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","0","2","5","1","1","190","999","0","1","1","7670","85","0","1","1","0","440","4","5","5","36","6","700","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"612",226,"1","6","0","0","0","0","2","2","2","1","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","16","1","0","2","5","1","1","431","999","0","0","1","4590","0","0","6","1","0","520","0","5","6","25","6","600","25","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"1003",108,"1","1","0","0","2","2","1","1","2","2","4",1,"1","2","1","2","2","2","2","1","3","3","3","1","16","1","3","2","5","1","2","84","22","0","1","1","770","100","0","1","1","0","6330","0","5","5","25","6","800","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"906",190,"1","1","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","1","0","0","0","2","2","32","22","0","0","6","6970","0","0","1","1","0","1006","0","0","4","9","3","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"301",37,"1","2","0","2","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","3","19","2","1","1","3","0","4","999","999","0","0","1","7870","0","0","6","1","-1","2350","0","3","3","26","0","290","25","1","2","3","1","1000","1","0","0","1","0","1","-1","0","0","1","No"
1,"906",102,"1","4","0","2","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","23","2","4","2","5","1","2","924","50","0","0","1","9370","0","0","1","1","0","2100","1","5","6","36","6","900","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"703",55,"1","1","0","2","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","22","2","5","3","5","1","2","51","50","0","1","1","6970","61","0","1","1","0","4820","2","5","6","25","6","800","25","1","2","1","9","9000","29","0","0","2","1","1","0","1","2","1","No"
1,"705",68,"1","1","0","0","2","0","2","2","2","1","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","21","2","1","2","3","1","2","87","22","0","1","1","5392","55","0","4","1","0","4700","4","4","4","25","3","700","25","2","1","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"612",31,"1","2","0","0","2","0","2","2","1","2","1",0,"10","2","1","2","2","1","2","1","3","3","3","1","21","1","2","2","5","1","1","68","999","0","0","1","7860","61","0","1","1","0","9121","0","4","4","36","4","600","25","2","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"704",15,"1","0","0","0","2","0","2","2","1","1","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","22","2","0","0","0","2","1","50","999","0","0","6","0","0","0","6","1","-1","0","0","0","3","25","1","0","0","2","1","2","1","1000","1","0","0","1","0","1","-1","1","2","1","Yes"
1,"1004",68,"4","6","1","0","2","0","1","2","1","2","0",0,"11","1","1","2","2","1","2","1","3","3","3","1","21","1","0","2","1","1","1","84","999","4","0","1","7280","0","1210","1","2","0","800","0","4","5","129","6","1000","25","1","1","3","1","1000","1","0","0","1","0","1","0","1","2","5","No"
3,"1102",94,"1","1","0","0","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","2","14","1","1","2","4","0","4","999","999","0","1","1","8680","31","0","6","1","1","4110","0","3","3","25","6","1100","25","1","2","4","1","1000","1","0","0","1","0","1","1","0","0","1","No"
2,"1102",62,"1","1","0","0","2","0","1","2","2","1","0",0,"0","2","1","2","2","1","2","1","3","3","3","1","19","1","0","0","0","0","4","999","999","0","0","6","770","0","0","1","1","0","6442","0","0","5","36","6","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","Yes"
2,"507",27,"1","0","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","1","0","0","0","2","2","26","935","0","0","6","0","0","0","1","1","0","0","0","0","0","44","4","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
4,"1104",175,"1","1","0","2","0","0","1","2","2","2","4",1,"1","2","5","0","0","0","0","1","3","3","3","3","21","2","1","2","1","1","4","999","999","0","1","1","8191","79","0","6","1","0","3255","4","4","4","25","6","900","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","1","1","No"
4,"1002",299,"1","1","0","0","0","0","1","2","2","1","1",1,"1","2","5","0","0","0","0","1","3","3","3","1","16","1","1","2","4","1","3","996","999","0","1","1","4470","131","0","6","1","0","9620","0","4","4","25","2","1000","25","1","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"609",81,"1","1","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","1","0","0","0","2","1","50","999","0","0","6","6991","0","0","1","1","0","120","0","0","5","9","6","0","0","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"611",60,"1","2","0","0","2","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","22","1","3","2","5","1","1","750","999","0","1","1","7860","37","0","6","1","0","2320","0","5","5","19","4","600","25","1","2","1","6","4003","8","1","0","1","0","0","0","1","2","1","No"
3,"603",111,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","18","1","2","2","5","1","1","68","999","0","1","1","6871","31","0","6","1","0","120","0","4","4","25","6","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1103",125,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","18","1","2","2","5","1","2","51","50","0","1","1","8290","49","0","6","1","0","4220","0","4","4","25","3","1100","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"607",65,"1","2","1","0","2","0","1","2","2","2","3",1,"1","1","1","2","2","1","2","1","3","3","3","1","24","1","5","3","5","1","1","750","999","0","1","1","7870","114","2575","1","1","0","2205","0","5","6","48","6","800","25","1","2","2","6","4003","8","1","0","1","0","0","0","2","2","1","No"
1,"613",41,"4","1","2","0","2","0","2","2","1","2","2",1,"1","1","2","2","2","1","2","1","2","2","2","1","1","2","5","3","5","1","1","599","999","7","1","1","8370","37","5345","3","2","0","3603","4","5","6","457","6","900","25","2","1","3","2","3000","2","0","1","1","0","0","0","0","0","6","No"
1,"906",61,"1","4","0","0","2","0","2","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","1","16","1","1","1","5","1","1","902","999","0","0","6","7860","0","0","6","1","-1","2545","0","3","3","25","0","0","0","2","2","3","2","3000","2","0","1","1","0","0","-1","0","0","1","No"
1,"805",59,"1","6","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","1","2","1","4","1","4","999","999","0","1","1","7870","40","0","1","1","0","2205","0","4","4","36","6","800","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"904",134,"1","2","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","2","2","2","1","21","1","2","4","5","1","1","720","999","0","1","1","6680","31","0","1","1","0","7420","0","4","4","25","4","900","25","1","2","1","6","4008","6","1","0","1","0","0","0","2","2","1","No"
1,"401",112,"1","1","0","0","2","0","1","2","1","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","22","2","5","2","5","1","1","142","999","0","0","1","6991","0","0","6","1","0","1240","4","5","6","25","6","400","25","1","1","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"603",87,"4","0","2","0","2","0","2","2","1","2","0",0,"0","1","1","2","2","1","2","1","2","2","2","1","21","2","0","0","0","2","3","996","999","6","0","6","0","0","1250","1","2","0","0","4","0","4","164","4","0","0","2","1","1","8","8000","15","0","0","1","1","0","0","1","2","5","No"
2,"903",114,"5","1","1","2","2","0","1","2","2","2","2",1,"1","1","1","2","2","1","2","1","3","3","3","1","21","2","3","2","5","0","4","999","999","8","1","1","7460","37","1420","1","2","0","8740","3","5","5","210","6","800","25","1","2","3","6","4015","4","1","0","1","0","0","0","1","2","4","No"
2,"609",71,"5","1","1","0","2","0","1","2","2","2","3",0,"2","1","1","2","1","1","2","3","3","3","3","1","24","1","2","2","5","1","1","615","999","8","0","1","7460","97","6839","2","2","0","1530","0","4","4","210","4","900","25","1","2","4","6","4015","4","1","0","1","0","0","0","1","2","4","No"
3,"1201",140,"1","1","0","2","0","0","1","2","2","2","2",2,"1","2","5","0","0","0","0","1","3","3","3","2","13","2","1","1","5","1","2","82","142","0","2","1","8680","110","0","6","1","1","4030","4","3","3","44","4","1290","25","1","2","4","1","1000","1","0","0","1","0","1","1","0","0","1","No"
