"SPORDER","PUMA","PWGTP","CIT","COW","ENG","FER","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MIG","NWAB","NWLA","NWLK","SCH","SCHL","SEX","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MSP","NATIVITY","OC","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","RC","SCIENGP","SCIENGRLP","WAOB","Class"
6,"602",32,"5","1","1","2","2","0","1","2","2","2","1",0,"7","1","1","2","2","1","2","1","3","3","3","1","19","2","2","2","5","0","4","999","999","5","0","1","770","39","1900","2","2","0","5400","4","4","4","206","2","600","25","1","2","4","6","4007","10","1","0","1","0","0","0","0","0","4","No"
2,"806",154,"5","1","1","2","2","0","1","2","2","2","0",0,"0","1","1","2","2","1","2","3","2","2","1","1","21","2","4","2","4","2","1","210","999","8","0","3","7380","0","1200","1","2","0","3820","1","5","6","303","6","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","3","No"
2,"802",52,"1","2","0","0","0","2","2","1","2","2","2",0,"3","2","5","0","0","0","0","1","3","3","3","1","21","1","2","2","5","1","2","46","50","0","0","1","9170","61","0","6","1","0","800","0","4","4","9","3","800","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"100",63,"1","3","0","0","0","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","1","2","2","5","1","1","925","999","0","1","1","670","31","0","1","1","0","9620","0","4","4","25","2","400","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"904",18,"1","1","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","2","2","3","3","3","3","1","16","2","0","0","0","0","4","999","999","0","0","6","9070","0","0","2","1","-1","4740","0","0","4","25","0","0","0","2","1","4","1","1000","1","0","0","1","0","1","-1","0","0","1","Yes"
2,"1103",201,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","2","2","1","3","3","3","1","16","2","3","2","5","1","1","935","999","0","1","1","3690","58","0","1","1","0","5240","4","5","5","25","6","1100","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"802",38,"1","1","2","2","0","0","2","2","2","1","0",0,"0","1","5","0","0","0","0","1","2","2","2","3","21","2","0","0","0","2","1","706","999","0","0","6","7380","0","1970","6","1","0","1108","4","0","0","25","1","0","0","2","1","1","6","4000","5","1","0","1","0","0","0","1","1","1","No"
1,"1104",70,"1","1","0","0","2","2","2","1","2","2","1",1,"1","2","3","2","2","1","2","1","3","3","3","1","16","2","2","2","5","1","4","999","999","0","1","1","8680","105","0","4","1","0","4150","4","4","4","25","2","1100","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1002",92,"1","1","0","0","2","0","1","2","2","2","1",1,"1","2","1","2","2","1","2","1","2","2","1","1","21","2","5","2","5","1","1","50","999","0","1","1","590","46","0","1","1","0","10","4","5","6","25","6","1000","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"805",49,"5","7","0","0","2","0","2","2","2","1","3",1,"1","2","5","0","0","0","0","1","3","3","3","1","16","1","3","2","5","1","1","50","999","5","1","1","770","43","0","6","2","0","6410","0","5","5","119","5","800","25","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","5","No"
2,"603",68,"4","2","0","0","2","0","1","2","2","2","1",1,"1","2","1","2","2","2","2","1","3","3","3","3","21","1","3","2","5","1","3","995","999","6","1","1","8191","131","0","1","2","0","3255","0","5","5","332","6","600","25","1","2","3","8","8000","15","0","0","1","1","0","0","2","1","3","No"
1,"1104",110,"1","1","0","0","2","2","1","1","1","2","2",1,"1","2","4","2","2","1","2","3","3","3","3","1","21","1","2","1","5","1","1","50","999","0","1","1","5071","109","0","5","1","0","3421","0","4","4","25","3","1100","25","1","1","4","1","1000","1","0","0","1","0","1","0","1","1","1","No"
3,"501",17,"1","1","0","0","2","0","2","2","2","1","1",1,"1","2","5","0","0","0","0","1","3","3","3","1","17","1","2","2","5","0","4","999","999","0","1","1","5392","43","0","6","1","0","9645","0","4","5","23","6","500","25","2","1","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"608",60,"1","1","0","0","2","0","1","2","2","2","1",1,"1","2","1","2","2","2","2","1","3","3","3","1","20","2","3","2","5","1","1","51","999","0","1","1","7270","67","0","1","1","0","2145","4","5","5","25","6","600","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"803",25,"1","1","0","2","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","3","3","3","3","1","21","2","3","2","5","1","3","996","999","0","0","1","4796","0","0","6","1","0","5360","4","5","5","24","6","800","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"906",54,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","1","16","2","0","0","0","2","2","50","939","0","0","6","0","0","0","6","1","0","0","4","0","3","25","4","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"611",215,"1","4","0","0","2","0","1","2","2","2","2",0,"3","2","1","2","2","1","2","1","3","3","3","1","21","1","3","2","5","1","1","750","999","0","0","1","9570","31","0","1","1","0","5920","0","5","5","25","6","600","25","1","2","1","6","4003","8","1","0","1","0","0","0","1","2","1","No"
2,"607",50,"1","6","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","0","1","4","1","1","89","999","0","0","1","8370","0","0","1","1","0","2006","4","4","4","36","6","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"1004",69,"1","1","0","2","2","0","2","2","2","1","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","19","2","1","1","1","1","1","84","999","0","1","1","8170","85","0","1","1","0","3602","4","3","3","25","5","1000","25","2","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
4,"705",200,"1","2","0","0","2","0","2","2","2","1","0",0,"0","2","5","0","0","0","0","1","2","2","1","1","16","1","0","0","0","2","2","50","26","0","0","3","7870","0","0","6","1","0","3930","0","0","0","25","6","0","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"805",61,"1","2","0","2","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","1","3","3","3","1","23","2","3","2","5","1","2","50","935","0","0","1","7460","0","0","6","1","0","2100","4","5","5","25","6","800","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"903",82,"1","1","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","1","1","2","3","1","2","3","1","16","1","1","1","1","2","1","87","999","0","0","2","2880","0","0","1","1","0","8030","0","3","3","25","5","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"1104",73,"1","3","0","2","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","3","3","3","3","2","21","2","3","3","5","1","2","22","84","0","1","1","7860","49","0","6","1","0","2320","4","5","5","25","4","1000","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"201",14,"1","1","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","16","2","2","2","5","0","4","999","999","0","0","1","4871","0","0","1","1","0","4700","4","4","4","25","6","290","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"601",33,"1","1","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","2","2","2","3","13","1","1","2","5","2","2","50","21","0","0","6","770","0","0","6","1","1","6260","0","3","3","25","6","0","0","1","2","3","1","1000","1","0","0","1","0","1","1","0","0","1","No"
1,"706",56,"1","1","0","2","2","2","2","1","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","2","2","5","1","4","999","999","0","1","1","8660","118","0","1","1","0","310","2","4","4","25","5","700","25","1","2","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"201",17,"1","1","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","16","2","3","2","5","1","1","26","999","0","1","1","7870","119","0","1","1","0","4220","4","5","5","25","4","290","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"601",59,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","2","0","0","0","2","1","46","999","0","0","6","0","0","0","1","1","0","0","4","0","4","25","5","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"1003",102,"4","2","1","0","2","2","1","1","1","2","0",0,"0","1","1","2","2","1","2","1","3","2","3","1","22","2","0","0","0","2","1","84","999","3","0","6","8191","0","1210","1","2","0","3255","4","0","4","129","4","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","1","2","5","No"
1,"301",42,"1","2","0","0","2","0","2","2","1","2","3",1,"1","2","1","2","2","2","2","1","3","3","3","1","22","2","2","2","5","1","2","22","50","0","1","1","9160","54","0","2","1","0","2040","4","4","5","4","5","20490","9","2","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"608",95,"1","1","0","2","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","1","3","3","3","3","21","2","3","2","5","1","4","999","999","0","1","1","4981","37","0","6","1","0","5860","4","5","5","25","6","600","25","1","2","4","1","1000","1","0","0","1","0","1","0","2","2","1","No"
5,"702",43,"1","0","0","0","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","2","14","1","0","0","0","0","4","999","999","0","0","6","0","0","0","6","1","1","0","0","0","0","25","6","0","0","1","2","2","1","1000","1","0","0","1","0","1","1","0","0","1","No"
1,"905",51,"1","1","0","0","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","1","3","2","5","1","4","999","999","0","1","1","3960","61","0","1","1","0","1530","0","5","5","25","4","1100","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"606",166,"4","1","1","2","2","0","1","2","2","2","4",1,"1","1","1","2","2","1","2","1","3","3","3","1","24","2","3","3","5","1","1","603","999","7","1","1","2190","43","1380","1","2","0","1760","1","5","5","202","6","600","25","1","2","4","6","4016","10","1","0","1","0","0","0","1","2","4","No"
1,"606",62,"1","1","0","2","0","0","1","2","2","2","2",1,"1","2","5","0","0","0","0","3","3","3","3","1","21","2","1","2","2","1","2","142","32","0","1","1","5171","61","0","6","1","0","5610","4","4","4","21","2","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"805",62,"1","2","0","2","2","0","1","2","2","2","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","21","2","3","2","5","1","1","50","999","0","1","1","6671","61","0","4","1","0","2710","2","5","5","36","5","800","25","1","2","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"1103",49,"1","1","0","0","2","0","1","2","2","2","0",0,"11","2","1","2","2","1","2","1","3","3","3","1","21","2","3","2","5","1","1","50","999","0","0","1","6871","0","0","1","1","0","705","4","5","5","25","6","1100","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"704",82,"1","1","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","20","1","0","0","0","2","1","22","999","0","0","6","4070","0","0","1","1","0","20","0","0","5","25","6","0","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1004",60,"1","0","0","2","0","0","1","2","2","2","0",0,"0","2","5","0","0","0","0","1","3","3","3","3","16","2","0","0","0","0","4","999","999","0","0","6","0","0","0","6","1","-1","0","0","0","0","36","0","0","0","1","2","3","1","1000","1","0","0","1","0","1","-1","0","0","1","No"
2,"701",73,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","16","2","0","0","0","2","1","32","999","0","0","6","0","0","0","1","1","0","0","4","0","4","25","2","0","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"601",97,"1","1","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","20","1","1","1","1","2","1","939","999","0","0","6","8660","0","0","1","1","0","7340","0","3","4","26","2","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"1104",43,"1","0","0","0","2","0","1","2","1","2","0",0,"0","2","2","2","2","1","2","1","2","2","2","1","22","2","0","0","0","2","1","142","999","0","0","6","0","0","0","3","1","0","0","4","0","5","25","5","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","2","2","1","Yes"
1,"402",156,"1","1","0","2","2","0","2","2","2","1","2",1,"1","2","5","0","0","0","0","1","3","3","3","1","18","2","2","2","4","1","4","999","999","0","1","1","7980","43","0","6","1","0","3645","2","4","4","25","2","400","25","2","1","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"803",152,"4","1","0","0","2","0","2","2","2","2","0",0,"0","2","3","2","2","1","2","1","2","2","2","1","1","1","0","0","0","0","4","999","999","6","0","6","8680","0","0","4","2","0","4000","0","0","0","247","1","0","0","2","2","1","6","4014","9","1","0","1","0","0","0","0","0","4","No"
1,"605",91,"1","1","0","0","2","0","2","2","1","2","3",1,"1","2","3","2","2","1","2","1","3","3","3","1","24","1","5","1","5","1","1","195","999","0","1","1","5392","82","0","4","1","0","5740","0","5","6","9","6","800","25","2","1","2","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"603",90,"1","0","0","0","2","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","1","0","0","0","2","1","51","999","0","0","6","0","0","0","1","1","0","0","0","0","5","25","6","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"802",20,"1","2","0","2","0","0","1","2","2","2","0",0,"11","2","5","0","0","0","0","3","3","3","3","3","16","2","1","2","1","1","1","939","999","0","0","1","7460","0","0","6","1","0","1970","4","3","3","34","1","800","25","1","2","3","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"301",33,"4","2","1","2","0","0","1","2","2","2","0",0,"0","1","5","0","0","0","0","3","3","3","3","2","18","2","1","1","1","0","4","999","999","7","0","6","7890","0","1350","6","2","-1","2002","0","3","3","210","0","0","0","1","2","2","6","4025","76","1","0","1","0","0","-1","0","0","4","No"
1,"901",58,"1","2","0","2","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","24","2","5","3","5","1","2","32","142","0","1","1","7460","52","0","1","1","0","1760","2","5","6","42","6","800","25","1","2","3","1","1000","1","0","0","1","0","1","0","1","2","1","No"
2,"607",100,"1","0","0","2","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","21","2","0","0","0","2","2","32","998","0","0","6","0","0","0","1","1","0","0","2","0","0","35","5","0","0","1","2","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"702",37,"4","1","1","2","2","0","1","2","2","2","3",1,"1","1","1","2","2","2","2","1","3","2","3","1","20","2","2","2","5","1","2","200","84","7","1","1","7490","49","1210","1","2","0","2861","4","4","4","329","4","600","25","1","2","3","9","9000","29","0","0","2","1","1","0","0","0","3","No"
1,"1301",55,"1","0","0","0","2","2","2","1","1","1","0",0,"0","2","3","2","2","1","2","1","2","2","2","1","21","2","0","0","0","2","2","32","142","0","0","6","0","0","0","4","1","0","0","4","0","5","39","6","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
2,"503",44,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","2","2","1","2","2","2","1","21","2","0","0","0","2","1","50","999","0","0","6","0","0","0","1","1","0","0","4","0","4","36","4","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"401",543,"1","1","0","2","0","2","2","1","2","2","2",1,"1","2","5","0","0","0","0","3","3","3","3","1","21","2","2","2","5","1","2","51","261","0","1","1","7980","47","0","6","1","0","5400","4","4","4","25","3","400","25","1","2","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"903",253,"4","8","3","2","2","0","2","2","2","2","2",5,"1","1","1","2","2","1","2","1","3","3","3","1","11","2","1","3","5","1","1","706","999","7","5","1","8990","37","1970","2","2","0","4521","2","3","3","207","1","900","25","2","2","4","6","4000","5","1","0","1","0","0","0","0","0","4","No"
1,"1201",43,"4","1","0","0","2","0","2","2","1","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","22","1","4","4","5","1","1","22","999","2","1","1","3390","31","0","1","2","0","1410","0","5","6","138","6","1290","25","2","1","4","1","1000","1","0","0","1","0","1","0","1","2","5","No"
2,"401",81,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","19","2","0","0","0","2","1","50","999","0","0","6","0","0","0","1","1","0","0","4","0","4","25","5","0","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","0","1","No"
3,"503",85,"1","1","1","2","0","0","1","2","2","2","2",1,"1","1","5","0","0","0","0","1","2","2","2","1","16","2","2","3","5","1","1","939","999","0","1","1","4691","37","1200","6","1","0","4750","4","4","4","25","6","600","25","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
2,"1201",199,"1","1","0","0","2","0","1","2","2","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","17","2","0","0","0","2","1","50","999","0","0","6","4971","0","0","1","1","0","4720","4","0","0","25","6","0","0","1","2","2","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"706",48,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","3","2","2","1","2","1","2","2","2","1","22","2","0","0","0","2","2","50","82","0","0","6","0","0","0","4","1","0","0","4","0","4","25","4","0","0","1","1","2","1","1000","1","0","0","1","0","1","0","2","2","1","No"
3,"201",113,"1","1","0","2","0","0","1","2","2","2","3",1,"1","2","5","0","0","0","0","1","3","3","3","1","19","2","1","2","3","1","1","935","999","0","1","1","770","49","0","6","1","0","6410","4","4","4","25","5","290","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"605",131,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","3","2","2","1","2","1","3","3","3","1","22","1","5","2","5","1","1","902","999","0","1","1","7570","61","0","4","1","0","440","0","5","6","25","6","600","25","1","2","1","2","3000","2","0","1","1","0","0","0","2","2","1","No"
1,"601",58,"1","1","0","0","2","0","1","2","1","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","1","1","1","4","1","1","22","999","0","1","1","5392","127","0","1","1","0","9620","0","3","5","25","5","500","25","1","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"602",63,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","2","2","2","1","2","1","2","2","2","1","21","2","0","0","0","2","1","50","999","0","0","6","0","0","0","3","1","0","0","4","0","3","25","1","0","0","1","1","3","1","1000","1","0","0","1","0","1","0","2","2","1","Yes"
2,"1104",48,"1","2","0","0","2","2","1","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","1","0","0","0","2","1","50","999","0","0","6","8191","0","0","1","1","0","10","0","0","6","25","6","0","0","1","1","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
6,"609",112,"4","0","0","0","1","0","2","2","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","15","1","0","0","0","2","4","999","999","3","0","6","0","0","0","1","2","0","0","0","0","0","120","1","0","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","0","5","No"
2,"901",48,"1","1","0","1","2","0","1","2","2","2","3",1,"1","2","1","2","2","1","2","1","3","3","3","1","21","2","2","1","4","1","2","50","82","0","1","1","6481","67","0","1","1","0","2825","1","4","4","25","6","600","25","1","2","1","1","1000","1","0","0","1","0","1","0","2","2","1","No"
1,"706",34,"1","1","0","0","2","0","1","2","2","2","2",1,"1","2","1","2","2","1","2","1","3","3","3","1","18","1","3","3","5","1","4","999","999","0","1","1","4971","31","0","1","1","0","4700","0","5","5","25","3","700","25","1","2","4","1","1000","1","0","0","1","0","1","0","0","0","1","No"
1,"301",9,"1","1","1","0","0","0","1","2","2","2","1",0,"10","1","5","0","0","0","0","3","3","3","3","3","19","1","1","1","3","0","1","795","999","0","0","1","8590","135","1170","6","1","-1","4621","0","3","4","25","0","290","25","1","2","4","6","4025","10","1","0","1","0","0","-1","0","0","1","No"
2,"1301",241,"1","0","0","0","2","2","2","1","1","2","0",0,"0","2","1","2","2","1","2","1","2","2","2","1","22","2","0","0","0","2","1","22","999","0","0","6","0","0","0","1","1","0","0","4","0","5","34","6","0","0","1","1","1","1","1000","1","0","0","1","0","1","0","1","2","1","No"
1,"802",32,"1","2","0","2","0","2","2","1","2","2","0",0,"11","2","5","0","0","0","0","3","3","3","3","1","21","2","3","2","5","1","1","22","999","0","0","1","7870","0","0","6","1","0","2205","4","5","5","25","5","800","25","1","2","4","1","1000","1","0","0","1","0","1","0","1","2","1","No"
